ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
8561,1168,2 - Regular,30,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
8562,1303,2 - Regular,16,Systems,Request,2 - Normal,1 - Low,11,0 - Unknown
8563,780,3 - Senior,22,Systems,Request,2 - Normal,3 - High,17,2 - Satisfied
8564,609,3 - Senior,39,Software,Request,2 - Normal,2 - Medium,10,0 - Unknown
8565,358,2 - Regular,4,Software,Request,2 - Normal,1 - Low,12,3 - Highly satisfied
8566,173,4 - Management,10,Systems,Request,2 - Normal,3 - High,5,1 - Unsatisfied
8567,887,2 - Regular,35,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8568,1119,2 - Regular,43,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
8569,1208,4 - Management,25,Software,Issue,1 - Minor,3 - High,0,1 - Unsatisfied
8570,681,4 - Management,50,Systems,Request,2 - Normal,3 - High,19,2 - Satisfied
8571,70,1 - Junior,36,Software,Request,2 - Normal,1 - Low,7,0 - Unknown
8572,61,3 - Senior,40,Access/Login,Issue,2 - Normal,2 - Medium,0,1 - Unsatisfied
8573,562,3 - Senior,15,Hardware,Request,2 - Normal,3 - High,10,0 - Unknown
8574,1925,2 - Regular,26,Access/Login,Request,2 - Normal,2 - Medium,1,0 - Unknown
8575,673,4 - Management,11,Systems,Request,2 - Normal,3 - High,7,2 - Satisfied
8576,914,1 - Junior,37,Hardware,Issue,2 - Normal,1 - Low,15,2 - Satisfied
8577,997,2 - Regular,19,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
8578,912,1 - Junior,13,Systems,Request,0 - Unclassified,0 - Unassigned,17,1 - Unsatisfied
8579,1399,2 - Regular,28,Systems,Issue,2 - Normal,3 - High,10,1 - Unsatisfied
8580,383,2 - Regular,2,Software,Request,2 - Normal,3 - High,6,0 - Unknown
8581,1279,1 - Junior,36,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
8582,970,2 - Regular,31,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
8583,248,2 - Regular,25,Systems,Request,2 - Normal,3 - High,17,1 - Unsatisfied
8584,1328,4 - Management,43,Systems,Request,2 - Normal,2 - Medium,8,2 - Satisfied
8585,1781,4 - Management,11,Systems,Issue,2 - Normal,3 - High,5,3 - Highly satisfied
8586,1705,2 - Regular,46,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8587,633,4 - Management,18,Hardware,Issue,2 - Normal,3 - High,5,1 - Unsatisfied
8588,1131,4 - Management,9,Systems,Request,2 - Normal,3 - High,9,0 - Unknown
8589,1348,4 - Management,13,Software,Request,2 - Normal,0 - Unassigned,9,1 - Unsatisfied
8590,411,2 - Regular,7,Hardware,Request,3 - Major,1 - Low,28,1 - Unsatisfied
8591,1307,2 - Regular,23,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8592,1818,2 - Regular,20,Software,Request,2 - Normal,2 - Medium,4,1 - Unsatisfied
8593,168,4 - Management,5,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8594,619,1 - Junior,31,Access/Login,Request,1 - Minor,2 - Medium,0,3 - Highly satisfied
8595,554,2 - Regular,7,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
8596,632,2 - Regular,4,Systems,Request,2 - Normal,2 - Medium,15,1 - Unsatisfied
8597,641,2 - Regular,6,Systems,Issue,2 - Normal,3 - High,4,1 - Unsatisfied
8598,217,2 - Regular,46,Software,Request,2 - Normal,3 - High,16,1 - Unsatisfied
8599,230,2 - Regular,23,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
8600,1233,4 - Management,42,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
8601,1332,2 - Regular,9,Hardware,Issue,3 - Major,3 - High,13,3 - Highly satisfied
8602,13,2 - Regular,12,Software,Issue,2 - Normal,3 - High,1,2 - Satisfied
8603,361,2 - Regular,36,Hardware,Request,2 - Normal,2 - Medium,10,3 - Highly satisfied
8604,1218,4 - Management,7,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
8605,1856,2 - Regular,25,Access/Login,Issue,2 - Normal,2 - Medium,0,2 - Satisfied
8606,1075,1 - Junior,9,Software,Issue,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
8607,1982,3 - Senior,42,Access/Login,Request,3 - Major,0 - Unassigned,0,0 - Unknown
8608,809,4 - Management,16,Systems,Request,2 - Normal,3 - High,9,3 - Highly satisfied
8609,1717,3 - Senior,19,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
8610,1667,2 - Regular,24,Hardware,Request,2 - Normal,3 - High,13,2 - Satisfied
8611,594,2 - Regular,27,Software,Request,2 - Normal,3 - High,3,0 - Unknown
8612,1444,4 - Management,33,Hardware,Request,2 - Normal,3 - High,11,1 - Unsatisfied
8613,1326,1 - Junior,28,Software,Request,2 - Normal,3 - High,7,0 - Unknown
8614,441,2 - Regular,41,Systems,Issue,2 - Normal,3 - High,4,0 - Unknown
8615,1226,2 - Regular,16,Software,Request,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
8616,770,2 - Regular,44,Systems,Request,2 - Normal,2 - Medium,17,0 - Unknown
8617,351,2 - Regular,7,Software,Request,2 - Normal,0 - Unassigned,9,0 - Unknown
8618,605,3 - Senior,44,Systems,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
8619,845,2 - Regular,17,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
8620,1073,4 - Management,40,Software,Issue,2 - Normal,3 - High,2,0 - Unknown
8621,1942,2 - Regular,5,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
8622,1955,3 - Senior,16,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
8623,1260,3 - Senior,43,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
8624,1641,2 - Regular,9,Access/Login,Request,2 - Normal,1 - Low,1,1 - Unsatisfied
8625,1963,2 - Regular,48,Hardware,Request,2 - Normal,3 - High,10,2 - Satisfied
8626,242,4 - Management,25,Systems,Request,2 - Normal,0 - Unassigned,15,3 - Highly satisfied
8627,1247,3 - Senior,25,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8628,1884,2 - Regular,7,Systems,Request,2 - Normal,3 - High,19,2 - Satisfied
8629,1304,2 - Regular,50,Systems,Request,2 - Normal,1 - Low,18,1 - Unsatisfied
8630,1044,2 - Regular,39,Hardware,Request,2 - Normal,2 - Medium,35,3 - Highly satisfied
8631,595,4 - Management,3,Systems,Request,2 - Normal,3 - High,16,1 - Unsatisfied
8632,207,4 - Management,1,Systems,Issue,2 - Normal,2 - Medium,9,1 - Unsatisfied
8633,706,2 - Regular,35,Systems,Issue,2 - Normal,0 - Unassigned,6,1 - Unsatisfied
8634,1916,4 - Management,25,Systems,Request,2 - Normal,3 - High,19,3 - Highly satisfied
8635,1450,2 - Regular,40,Systems,Issue,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
8636,983,2 - Regular,35,Access/Login,Issue,2 - Normal,2 - Medium,0,1 - Unsatisfied
8637,1041,2 - Regular,50,Access/Login,Request,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
8638,1565,2 - Regular,2,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
8639,841,1 - Junior,19,Systems,Request,2 - Normal,2 - Medium,21,3 - Highly satisfied
8640,226,4 - Management,25,Systems,Request,2 - Normal,3 - High,21,3 - Highly satisfied
8641,1037,1 - Junior,37,Access/Login,Request,2 - Normal,1 - Low,2,1 - Unsatisfied
8642,718,2 - Regular,15,Hardware,Request,2 - Normal,2 - Medium,16,0 - Unknown
8643,1918,4 - Management,44,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
8644,1872,1 - Junior,17,Systems,Issue,3 - Major,1 - Low,2,3 - Highly satisfied
8645,160,2 - Regular,33,Hardware,Request,3 - Major,2 - Medium,29,0 - Unknown
8646,753,2 - Regular,12,Systems,Request,2 - Normal,1 - Low,15,0 - Unknown
8647,518,4 - Management,48,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8648,605,3 - Senior,3,Systems,Issue,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
8649,368,1 - Junior,24,Access/Login,Issue,3 - Major,2 - Medium,0,3 - Highly satisfied
8650,125,3 - Senior,37,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
8651,1115,1 - Junior,47,Systems,Issue,2 - Normal,1 - Low,3,1 - Unsatisfied
8652,1099,2 - Regular,12,Hardware,Issue,2 - Normal,1 - Low,8,3 - Highly satisfied
8653,462,1 - Junior,24,Software,Request,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
8654,907,4 - Management,39,Systems,Request,2 - Normal,3 - High,21,1 - Unsatisfied
8655,1048,2 - Regular,30,Software,Request,2 - Normal,3 - High,13,1 - Unsatisfied
8656,296,4 - Management,37,Software,Issue,2 - Normal,0 - Unassigned,5,2 - Satisfied
8657,584,2 - Regular,47,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
8658,218,2 - Regular,12,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8659,1,1 - Junior,20,Systems,Request,2 - Normal,1 - Low,11,2 - Satisfied
8660,1167,2 - Regular,41,Systems,Request,2 - Normal,2 - Medium,30,3 - Highly satisfied
8661,1889,4 - Management,24,Software,Request,3 - Major,3 - High,2,0 - Unknown
8662,25,2 - Regular,5,Systems,Request,3 - Major,3 - High,9,3 - Highly satisfied
8663,578,1 - Junior,49,Systems,Request,2 - Normal,1 - Low,15,3 - Highly satisfied
8664,1235,2 - Regular,25,Systems,Request,2 - Normal,0 - Unassigned,21,2 - Satisfied
8665,1255,1 - Junior,17,Software,Issue,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
8666,415,3 - Senior,3,Systems,Issue,2 - Normal,2 - Medium,6,0 - Unknown
8667,1415,2 - Regular,9,Software,Request,2 - Normal,1 - Low,7,3 - Highly satisfied
8668,741,1 - Junior,26,Systems,Request,2 - Normal,1 - Low,15,3 - Highly satisfied
8669,1445,2 - Regular,34,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
8670,1342,3 - Senior,48,Software,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
8671,1042,1 - Junior,46,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
8672,1531,4 - Management,36,Software,Request,2 - Normal,0 - Unassigned,4,1 - Unsatisfied
8673,1059,2 - Regular,49,Access/Login,Request,2 - Normal,3 - High,2,2 - Satisfied
8674,1433,2 - Regular,31,Systems,Request,4 - Critical,0 - Unassigned,6,2 - Satisfied
8675,554,2 - Regular,12,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
8676,1398,4 - Management,46,Hardware,Request,2 - Normal,0 - Unassigned,26,2 - Satisfied
8677,889,2 - Regular,31,Access/Login,Issue,2 - Normal,1 - Low,0,1 - Unsatisfied
8678,544,2 - Regular,19,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
8679,936,2 - Regular,22,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
8680,1839,3 - Senior,40,Access/Login,Issue,2 - Normal,2 - Medium,0,1 - Unsatisfied
8681,1845,3 - Senior,15,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
8682,935,2 - Regular,34,Systems,Request,2 - Normal,2 - Medium,5,0 - Unknown
8683,1957,2 - Regular,38,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
8684,857,2 - Regular,36,Access/Login,Request,3 - Major,2 - Medium,0,3 - Highly satisfied
8685,1818,2 - Regular,33,Hardware,Request,2 - Normal,2 - Medium,33,0 - Unknown
8686,1115,1 - Junior,8,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
8687,825,2 - Regular,13,Systems,Issue,2 - Normal,0 - Unassigned,4,1 - Unsatisfied
8688,1133,2 - Regular,22,Hardware,Request,2 - Normal,0 - Unassigned,26,2 - Satisfied
8689,1106,1 - Junior,50,Systems,Request,2 - Normal,0 - Unassigned,15,1 - Unsatisfied
8690,1972,2 - Regular,37,Systems,Request,2 - Normal,1 - Low,19,2 - Satisfied
8691,163,4 - Management,15,Hardware,Request,2 - Normal,3 - High,12,0 - Unknown
8692,1671,2 - Regular,49,Software,Request,2 - Normal,3 - High,10,0 - Unknown
8693,855,4 - Management,37,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
8694,15,4 - Management,33,Systems,Request,2 - Normal,0 - Unassigned,13,0 - Unknown
8695,1518,2 - Regular,2,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
8696,201,2 - Regular,40,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
8697,796,1 - Junior,19,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
8698,1531,4 - Management,44,Systems,Request,2 - Normal,0 - Unassigned,10,1 - Unsatisfied
8699,1231,4 - Management,48,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
8700,784,2 - Regular,19,Hardware,Issue,2 - Normal,0 - Unassigned,6,2 - Satisfied
8701,978,2 - Regular,41,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
8702,1207,1 - Junior,23,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
8703,1791,4 - Management,2,Systems,Request,2 - Normal,0 - Unassigned,7,2 - Satisfied
8704,362,2 - Regular,38,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
8705,58,1 - Junior,43,Systems,Request,2 - Normal,3 - High,10,2 - Satisfied
8706,465,4 - Management,10,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8707,863,1 - Junior,45,Systems,Request,2 - Normal,2 - Medium,10,0 - Unknown
8708,709,2 - Regular,43,Systems,Request,2 - Normal,3 - High,8,0 - Unknown
8709,1657,3 - Senior,44,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
8710,1678,4 - Management,10,Access/Login,Request,2 - Normal,2 - Medium,1,1 - Unsatisfied
8711,2000,2 - Regular,50,Systems,Request,2 - Normal,0 - Unassigned,24,0 - Unknown
8712,1281,2 - Regular,7,Software,Request,2 - Normal,2 - Medium,14,1 - Unsatisfied
8713,1652,4 - Management,45,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
8714,824,4 - Management,26,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
8715,1092,2 - Regular,32,Systems,Request,2 - Normal,2 - Medium,16,3 - Highly satisfied
8716,1155,1 - Junior,7,Hardware,Issue,3 - Major,2 - Medium,14,1 - Unsatisfied
8717,926,2 - Regular,4,Software,Request,2 - Normal,1 - Low,16,2 - Satisfied
8718,429,4 - Management,9,Systems,Request,1 - Minor,0 - Unassigned,5,0 - Unknown
8719,1281,2 - Regular,26,Software,Issue,4 - Critical,3 - High,2,2 - Satisfied
8720,1470,2 - Regular,19,Software,Request,2 - Normal,0 - Unassigned,11,2 - Satisfied
8721,683,4 - Management,38,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
8722,164,2 - Regular,21,Hardware,Request,2 - Normal,2 - Medium,10,3 - Highly satisfied
8723,1783,3 - Senior,45,Systems,Request,3 - Major,2 - Medium,5,3 - Highly satisfied
8724,1242,2 - Regular,12,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
8725,325,4 - Management,26,Systems,Request,2 - Normal,0 - Unassigned,8,3 - Highly satisfied
8726,1594,3 - Senior,34,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
8727,1137,2 - Regular,8,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
8728,1210,2 - Regular,48,Software,Request,2 - Normal,1 - Low,21,0 - Unknown
8729,765,2 - Regular,46,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
8730,1615,2 - Regular,24,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8731,1962,2 - Regular,34,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
8732,1460,4 - Management,10,Systems,Request,2 - Normal,2 - Medium,5,1 - Unsatisfied
8733,1737,3 - Senior,2,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
8734,204,1 - Junior,15,Access/Login,Request,3 - Major,0 - Unassigned,1,3 - Highly satisfied
8735,892,1 - Junior,21,Software,Request,2 - Normal,1 - Low,2,3 - Highly satisfied
8736,72,1 - Junior,5,Systems,Issue,2 - Normal,1 - Low,3,1 - Unsatisfied
8737,608,2 - Regular,9,Software,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
8738,599,2 - Regular,2,Systems,Request,2 - Normal,1 - Low,5,3 - Highly satisfied
8739,397,4 - Management,26,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
8740,1919,2 - Regular,17,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
8741,29,2 - Regular,31,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8742,1478,2 - Regular,49,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2 - Satisfied
8743,91,2 - Regular,37,Systems,Request,2 - Normal,2 - Medium,19,1 - Unsatisfied
8744,457,1 - Junior,21,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
8745,196,3 - Senior,46,Systems,Issue,2 - Normal,3 - High,11,1 - Unsatisfied
8746,1026,3 - Senior,16,Hardware,Request,2 - Normal,3 - High,10,1 - Unsatisfied
8747,1219,2 - Regular,10,Hardware,Issue,2 - Normal,3 - High,6,3 - Highly satisfied
8748,107,2 - Regular,36,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
8749,235,3 - Senior,25,Access/Login,Issue,2 - Normal,3 - High,2,0 - Unknown
8750,1450,2 - Regular,50,Systems,Request,2 - Normal,0 - Unassigned,13,1 - Unsatisfied
8751,1657,3 - Senior,44,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
8752,295,2 - Regular,33,Software,Request,2 - Normal,3 - High,4,0 - Unknown
8753,317,1 - Junior,16,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
8754,1494,2 - Regular,28,Software,Issue,2 - Normal,2 - Medium,7,1 - Unsatisfied
8755,655,1 - Junior,38,Software,Request,1 - Minor,1 - Low,3,3 - Highly satisfied
8756,1228,4 - Management,11,Software,Request,2 - Normal,3 - High,5,1 - Unsatisfied
8757,406,4 - Management,34,Software,Request,2 - Normal,3 - High,2,3 - Highly satisfied
8758,1910,2 - Regular,11,Hardware,Request,2 - Normal,0 - Unassigned,13,2 - Satisfied
8759,283,2 - Regular,48,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
8760,1157,4 - Management,36,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
8761,419,4 - Management,47,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
8762,1491,2 - Regular,11,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
8763,21,1 - Junior,48,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8764,224,3 - Senior,38,Software,Request,2 - Normal,3 - High,11,0 - Unknown
8765,307,4 - Management,30,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
8766,1729,3 - Senior,7,Access/Login,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
8767,1043,2 - Regular,39,Systems,Issue,2 - Normal,3 - High,6,2 - Satisfied
8768,1829,1 - Junior,3,Systems,Request,2 - Normal,1 - Low,20,1 - Unsatisfied
8769,766,3 - Senior,40,Software,Request,2 - Normal,3 - High,9,2 - Satisfied
8770,1107,2 - Regular,34,Software,Request,2 - Normal,0 - Unassigned,4,0 - Unknown
8771,520,2 - Regular,39,Hardware,Request,2 - Normal,0 - Unassigned,33,1 - Unsatisfied
8772,405,2 - Regular,49,Access/Login,Issue,4 - Critical,0 - Unassigned,1,1 - Unsatisfied
8773,1494,2 - Regular,32,Access/Login,Issue,3 - Major,0 - Unassigned,2,3 - Highly satisfied
8774,216,4 - Management,39,Systems,Request,2 - Normal,2 - Medium,15,1 - Unsatisfied
8775,1034,2 - Regular,8,Software,Request,2 - Normal,2 - Medium,4,2 - Satisfied
8776,1079,1 - Junior,25,Software,Request,2 - Normal,1 - Low,13,0 - Unknown
8777,1723,4 - Management,10,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
8778,166,2 - Regular,3,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
8779,247,2 - Regular,17,Systems,Request,2 - Normal,3 - High,8,0 - Unknown
8780,895,3 - Senior,36,Hardware,Request,2 - Normal,3 - High,10,0 - Unknown
8781,431,4 - Management,9,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
8782,1935,2 - Regular,46,Software,Request,2 - Normal,2 - Medium,14,3 - Highly satisfied
8783,319,1 - Junior,46,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
8784,1885,2 - Regular,1,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
8785,765,2 - Regular,22,Software,Request,2 - Normal,2 - Medium,16,2 - Satisfied
8786,453,2 - Regular,46,Hardware,Issue,2 - Normal,3 - High,13,3 - Highly satisfied
8787,698,4 - Management,42,Software,Issue,2 - Normal,3 - High,0,1 - Unsatisfied
8788,1701,1 - Junior,40,Systems,Issue,2 - Normal,3 - High,1,2 - Satisfied
8789,1002,4 - Management,31,Hardware,Issue,2 - Normal,3 - High,6,3 - Highly satisfied
8790,1357,2 - Regular,18,Systems,Request,3 - Major,0 - Unassigned,5,2 - Satisfied
8791,778,1 - Junior,34,Systems,Request,2 - Normal,1 - Low,10,2 - Satisfied
8792,805,2 - Regular,37,Systems,Request,3 - Major,2 - Medium,19,3 - Highly satisfied
8793,735,2 - Regular,45,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
8794,1622,2 - Regular,13,Hardware,Request,2 - Normal,0 - Unassigned,33,1 - Unsatisfied
8795,815,2 - Regular,2,Systems,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
8796,1577,2 - Regular,37,Software,Request,2 - Normal,2 - Medium,18,2 - Satisfied
8797,1554,2 - Regular,20,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
8798,490,2 - Regular,32,Software,Request,2 - Normal,0 - Unassigned,6,1 - Unsatisfied
8799,1125,2 - Regular,1,Software,Issue,2 - Normal,2 - Medium,5,1 - Unsatisfied
8800,1118,2 - Regular,24,Systems,Request,2 - Normal,0 - Unassigned,13,3 - Highly satisfied
8801,81,1 - Junior,24,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
8802,318,1 - Junior,4,Systems,Request,2 - Normal,0 - Unassigned,14,1 - Unsatisfied
8803,1708,1 - Junior,6,Systems,Request,2 - Normal,3 - High,13,0 - Unknown
8804,1709,2 - Regular,22,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
8805,863,1 - Junior,18,Systems,Issue,2 - Normal,3 - High,4,1 - Unsatisfied
8806,291,1 - Junior,7,Software,Request,2 - Normal,0 - Unassigned,14,1 - Unsatisfied
8807,447,3 - Senior,3,Systems,Request,2 - Normal,3 - High,13,1 - Unsatisfied
8808,86,2 - Regular,49,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
8809,886,2 - Regular,9,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
8810,1986,2 - Regular,37,Software,Request,2 - Normal,2 - Medium,3,2 - Satisfied
8811,1041,2 - Regular,21,Systems,Issue,2 - Normal,1 - Low,5,0 - Unknown
8812,1869,2 - Regular,41,Access/Login,Request,2 - Normal,3 - High,1,3 - Highly satisfied
8813,78,3 - Senior,19,Systems,Request,3 - Major,2 - Medium,15,3 - Highly satisfied
8814,227,1 - Junior,27,Software,Request,2 - Normal,2 - Medium,4,3 - Highly satisfied
8815,1853,2 - Regular,35,Systems,Request,1 - Minor,3 - High,5,1 - Unsatisfied
8816,493,3 - Senior,28,Hardware,Request,2 - Normal,3 - High,31,2 - Satisfied
8817,47,4 - Management,10,Hardware,Request,2 - Normal,3 - High,11,2 - Satisfied
