ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
89182,1594,3 - Senior,19,Systems,Request,2 - Normal,0 - Unassigned,8,3 - Highly satisfied
89183,358,2 - Regular,34,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
89184,1949,1 - Junior,33,Systems,Request,3 - Major,0 - Unassigned,20,1 - Unsatisfied
89185,90,4 - Management,12,Software,Request,4 - Critical,3 - High,6,2 - Satisfied
89186,1740,3 - Senior,10,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
89187,965,2 - Regular,18,Systems,Issue,2 - Normal,2 - Medium,5,3 - Highly satisfied
89188,703,2 - Regular,43,Software,Issue,2 - Normal,2 - Medium,3,3 - Highly satisfied
89189,382,3 - Senior,42,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89190,1692,3 - Senior,41,Software,Issue,2 - Normal,2 - Medium,2,1 - Unsatisfied
89191,1373,3 - Senior,14,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
89192,1358,2 - Regular,35,Systems,Request,2 - Normal,1 - Low,13,3 - Highly satisfied
89193,1019,2 - Regular,39,Software,Request,2 - Normal,0 - Unassigned,6,2 - Satisfied
89194,729,2 - Regular,11,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
89195,376,4 - Management,39,Access/Login,Request,2 - Normal,3 - High,2,0 - Unknown
89196,615,1 - Junior,9,Access/Login,Request,2 - Normal,1 - Low,1,0 - Unknown
89197,1620,2 - Regular,27,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
89198,1374,3 - Senior,37,Software,Request,2 - Normal,2 - Medium,8,1 - Unsatisfied
89199,1330,2 - Regular,35,Software,Request,2 - Normal,0 - Unassigned,7,1 - Unsatisfied
89200,1820,1 - Junior,24,Systems,Request,2 - Normal,0 - Unassigned,6,1 - Unsatisfied
89201,1669,2 - Regular,26,Systems,Issue,2 - Normal,0 - Unassigned,8,0 - Unknown
89202,488,4 - Management,14,Software,Request,3 - Major,0 - Unassigned,6,0 - Unknown
89203,1920,2 - Regular,3,Software,Request,2 - Normal,0 - Unassigned,13,3 - Highly satisfied
89204,1606,4 - Management,27,Systems,Request,1 - Minor,2 - Medium,6,2 - Satisfied
89205,407,3 - Senior,9,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
89206,1567,1 - Junior,16,Software,Issue,2 - Normal,1 - Low,3,1 - Unsatisfied
89207,855,4 - Management,12,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
89208,1618,4 - Management,11,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
89209,1050,2 - Regular,39,Systems,Issue,2 - Normal,2 - Medium,5,1 - Unsatisfied
89210,1828,2 - Regular,38,Systems,Request,2 - Normal,3 - High,8,0 - Unknown
89211,1170,2 - Regular,50,Hardware,Request,2 - Normal,0 - Unassigned,29,0 - Unknown
89212,813,2 - Regular,7,Systems,Request,2 - Normal,3 - High,18,2 - Satisfied
89213,1148,2 - Regular,5,Access/Login,Issue,0 - Unclassified,1 - Low,0,1 - Unsatisfied
89214,1381,4 - Management,14,Software,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
89215,1415,2 - Regular,23,Systems,Request,2 - Normal,0 - Unassigned,12,3 - Highly satisfied
89216,443,2 - Regular,34,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
89217,1083,1 - Junior,50,Systems,Request,2 - Normal,0 - Unassigned,17,2 - Satisfied
89218,1856,2 - Regular,43,Hardware,Request,2 - Normal,2 - Medium,12,0 - Unknown
89219,581,4 - Management,11,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
89220,200,3 - Senior,49,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
89221,104,4 - Management,29,Systems,Issue,2 - Normal,3 - High,2,0 - Unknown
89222,626,1 - Junior,7,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
89223,702,3 - Senior,38,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
89224,47,4 - Management,9,Hardware,Request,3 - Major,0 - Unassigned,15,2 - Satisfied
89225,514,2 - Regular,27,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
89226,1100,2 - Regular,38,Hardware,Request,2 - Normal,3 - High,11,2 - Satisfied
89227,1563,2 - Regular,9,Hardware,Request,2 - Normal,3 - High,14,0 - Unknown
89228,432,3 - Senior,48,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
89229,1139,3 - Senior,12,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
89230,1643,2 - Regular,10,Software,Request,3 - Major,3 - High,3,3 - Highly satisfied
89231,453,2 - Regular,19,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
89232,97,2 - Regular,17,Software,Request,2 - Normal,2 - Medium,5,0 - Unknown
89233,1238,1 - Junior,17,Software,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
89234,1768,2 - Regular,21,Systems,Issue,2 - Normal,2 - Medium,2,0 - Unknown
89235,633,4 - Management,1,Software,Request,2 - Normal,3 - High,17,0 - Unknown
89236,131,2 - Regular,18,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
89237,500,2 - Regular,25,Systems,Issue,2 - Normal,1 - Low,9,2 - Satisfied
89238,258,4 - Management,16,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
89239,1996,3 - Senior,6,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89240,1779,2 - Regular,41,Systems,Issue,2 - Normal,0 - Unassigned,4,2 - Satisfied
89241,237,1 - Junior,15,Access/Login,Issue,2 - Normal,1 - Low,0,2 - Satisfied
89242,128,1 - Junior,33,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
89243,1970,2 - Regular,49,Access/Login,Issue,3 - Major,3 - High,0,1 - Unsatisfied
89244,1116,4 - Management,10,Software,Request,2 - Normal,0 - Unassigned,11,1 - Unsatisfied
89245,79,1 - Junior,21,Systems,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
89246,970,2 - Regular,42,Systems,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
89247,1094,1 - Junior,13,Software,Request,2 - Normal,1 - Low,13,1 - Unsatisfied
89248,1490,2 - Regular,31,Software,Request,2 - Normal,1 - Low,2,3 - Highly satisfied
89249,804,2 - Regular,8,Hardware,Request,2 - Normal,2 - Medium,10,0 - Unknown
89250,803,1 - Junior,46,Software,Request,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
89251,697,4 - Management,43,Access/Login,Request,3 - Major,3 - High,0,0 - Unknown
89252,1808,2 - Regular,27,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
89253,774,2 - Regular,50,Software,Issue,2 - Normal,0 - Unassigned,12,1 - Unsatisfied
89254,1684,2 - Regular,39,Hardware,Issue,4 - Critical,0 - Unassigned,15,1 - Unsatisfied
89255,1799,4 - Management,48,Systems,Request,2 - Normal,2 - Medium,10,3 - Highly satisfied
89256,573,2 - Regular,44,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
89257,697,4 - Management,42,Systems,Request,2 - Normal,1 - Low,10,0 - Unknown
89258,549,4 - Management,13,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89259,456,1 - Junior,6,Systems,Issue,2 - Normal,0 - Unassigned,9,0 - Unknown
89260,1165,4 - Management,43,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
89261,1695,1 - Junior,36,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89262,1704,2 - Regular,47,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89263,1181,2 - Regular,19,Software,Request,2 - Normal,0 - Unassigned,8,2 - Satisfied
89264,888,4 - Management,42,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
89265,614,2 - Regular,42,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
89266,1376,2 - Regular,43,Software,Issue,2 - Normal,1 - Low,2,0 - Unknown
89267,407,3 - Senior,10,Access/Login,Issue,4 - Critical,3 - High,0,3 - Highly satisfied
89268,1205,1 - Junior,14,Software,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
89269,892,1 - Junior,46,Systems,Request,2 - Normal,1 - Low,13,1 - Unsatisfied
89270,116,2 - Regular,16,Hardware,Request,2 - Normal,3 - High,13,0 - Unknown
89271,1729,3 - Senior,18,Access/Login,Issue,2 - Normal,2 - Medium,0,2 - Satisfied
89272,1214,4 - Management,40,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
89273,574,2 - Regular,50,Access/Login,Issue,0 - Unclassified,1 - Low,0,1 - Unsatisfied
89274,1242,2 - Regular,24,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
89275,13,2 - Regular,34,Hardware,Request,2 - Normal,3 - High,15,3 - Highly satisfied
89276,1715,3 - Senior,49,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89277,321,1 - Junior,37,Hardware,Request,3 - Major,1 - Low,30,0 - Unknown
89278,1873,2 - Regular,24,Systems,Request,2 - Normal,0 - Unassigned,6,1 - Unsatisfied
89279,102,2 - Regular,42,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
89280,638,2 - Regular,14,Software,Request,2 - Normal,3 - High,14,0 - Unknown
89281,817,4 - Management,18,Systems,Issue,2 - Normal,3 - High,1,2 - Satisfied
89282,1710,2 - Regular,23,Systems,Request,2 - Normal,3 - High,7,2 - Satisfied
89283,1854,2 - Regular,10,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89284,933,2 - Regular,39,Systems,Issue,3 - Major,2 - Medium,3,0 - Unknown
89285,1982,3 - Senior,19,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
89286,1878,1 - Junior,10,Hardware,Request,2 - Normal,1 - Low,27,3 - Highly satisfied
89287,1797,2 - Regular,43,Hardware,Request,2 - Normal,0 - Unassigned,14,3 - Highly satisfied
89288,24,4 - Management,3,Software,Issue,2 - Normal,3 - High,10,2 - Satisfied
89289,1584,2 - Regular,22,Software,Request,2 - Normal,0 - Unassigned,7,1 - Unsatisfied
89290,1929,1 - Junior,13,Systems,Request,2 - Normal,1 - Low,21,1 - Unsatisfied
89291,1574,1 - Junior,40,Software,Request,2 - Normal,1 - Low,10,1 - Unsatisfied
89292,748,3 - Senior,4,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
89293,1372,2 - Regular,6,Systems,Request,2 - Normal,3 - High,14,3 - Highly satisfied
89294,1248,1 - Junior,12,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
89295,179,2 - Regular,19,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
89296,960,4 - Management,31,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
89297,1027,1 - Junior,17,Hardware,Request,2 - Normal,0 - Unassigned,12,3 - Highly satisfied
89298,1830,3 - Senior,15,Hardware,Request,2 - Normal,1 - Low,13,0 - Unknown
89299,525,4 - Management,32,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89300,1367,1 - Junior,33,Access/Login,Issue,2 - Normal,2 - Medium,1,1 - Unsatisfied
89301,317,1 - Junior,32,Hardware,Request,2 - Normal,0 - Unassigned,33,1 - Unsatisfied
89302,1453,3 - Senior,33,Systems,Request,2 - Normal,1 - Low,12,0 - Unknown
89303,1912,2 - Regular,22,Systems,Issue,3 - Major,3 - High,13,1 - Unsatisfied
89304,783,1 - Junior,43,Systems,Request,3 - Major,2 - Medium,10,0 - Unknown
89305,1793,1 - Junior,15,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
89306,1137,2 - Regular,23,Access/Login,Request,3 - Major,2 - Medium,1,0 - Unknown
89307,1172,2 - Regular,29,Systems,Request,2 - Normal,1 - Low,9,0 - Unknown
89308,172,2 - Regular,27,Software,Request,2 - Normal,3 - High,5,0 - Unknown
89309,650,2 - Regular,2,Software,Request,1 - Minor,2 - Medium,4,3 - Highly satisfied
89310,758,3 - Senior,33,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
89311,1773,2 - Regular,47,Software,Request,2 - Normal,0 - Unassigned,6,2 - Satisfied
89312,1123,2 - Regular,23,Systems,Request,2 - Normal,0 - Unassigned,14,1 - Unsatisfied
89313,788,2 - Regular,11,Systems,Request,4 - Critical,2 - Medium,14,3 - Highly satisfied
89314,349,2 - Regular,32,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
89315,45,2 - Regular,45,Systems,Request,2 - Normal,1 - Low,5,3 - Highly satisfied
89316,518,4 - Management,21,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
89317,359,1 - Junior,18,Access/Login,Request,2 - Normal,2 - Medium,1,3 - Highly satisfied
89318,1939,1 - Junior,1,Systems,Request,2 - Normal,0 - Unassigned,20,3 - Highly satisfied
89319,1234,3 - Senior,32,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
89320,967,2 - Regular,5,Systems,Issue,2 - Normal,1 - Low,6,0 - Unknown
89321,1501,1 - Junior,43,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
89322,1510,3 - Senior,31,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89323,1825,1 - Junior,39,Access/Login,Request,2 - Normal,1 - Low,2,2 - Satisfied
89324,456,1 - Junior,41,Access/Login,Issue,2 - Normal,1 - Low,0,0 - Unknown
89325,993,2 - Regular,37,Software,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
89326,88,3 - Senior,8,Access/Login,Request,1 - Minor,0 - Unassigned,0,0 - Unknown
89327,837,4 - Management,30,Systems,Request,2 - Normal,3 - High,9,0 - Unknown
89328,1113,2 - Regular,16,Software,Issue,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
89329,1230,2 - Regular,10,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
89330,682,4 - Management,45,Software,Request,2 - Normal,3 - High,4,2 - Satisfied
89331,1245,2 - Regular,26,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
89332,67,4 - Management,38,Hardware,Issue,2 - Normal,3 - High,6,2 - Satisfied
89333,940,2 - Regular,26,Hardware,Request,2 - Normal,3 - High,26,2 - Satisfied
89334,393,2 - Regular,17,Access/Login,Issue,3 - Major,3 - High,0,2 - Satisfied
89335,1383,1 - Junior,29,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
89336,462,1 - Junior,29,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
89337,579,4 - Management,47,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
89338,949,2 - Regular,40,Software,Request,2 - Normal,2 - Medium,4,3 - Highly satisfied
89339,1071,4 - Management,7,Software,Request,2 - Normal,3 - High,6,1 - Unsatisfied
89340,393,2 - Regular,9,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
89341,284,2 - Regular,5,Software,Issue,2 - Normal,1 - Low,5,0 - Unknown
89342,1588,2 - Regular,44,Systems,Request,3 - Major,3 - High,6,0 - Unknown
89343,1648,3 - Senior,37,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
89344,391,3 - Senior,17,Software,Request,2 - Normal,3 - High,5,3 - Highly satisfied
89345,409,1 - Junior,36,Systems,Request,2 - Normal,1 - Low,12,3 - Highly satisfied
89346,1087,3 - Senior,46,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
89347,1359,3 - Senior,34,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
89348,1137,2 - Regular,16,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
89349,991,2 - Regular,20,Systems,Request,2 - Normal,3 - High,8,1 - Unsatisfied
89350,257,2 - Regular,7,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
89351,180,4 - Management,15,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
89352,1070,3 - Senior,37,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
89353,898,1 - Junior,34,Access/Login,Issue,2 - Normal,1 - Low,0,3 - Highly satisfied
89354,1562,4 - Management,19,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
89355,1402,1 - Junior,47,Systems,Request,2 - Normal,0 - Unassigned,8,2 - Satisfied
89356,535,2 - Regular,46,Software,Request,2 - Normal,2 - Medium,11,1 - Unsatisfied
89357,201,2 - Regular,6,Software,Request,2 - Normal,3 - High,7,0 - Unknown
89358,1003,4 - Management,24,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
89359,728,2 - Regular,49,Systems,Request,2 - Normal,0 - Unassigned,13,0 - Unknown
89360,1100,2 - Regular,19,Software,Request,2 - Normal,0 - Unassigned,10,2 - Satisfied
89361,598,1 - Junior,18,Systems,Request,2 - Normal,1 - Low,14,0 - Unknown
89362,163,4 - Management,30,Systems,Request,3 - Major,3 - High,14,2 - Satisfied
89363,93,4 - Management,48,Access/Login,Issue,1 - Minor,3 - High,0,0 - Unknown
89364,103,4 - Management,15,Systems,Issue,1 - Minor,0 - Unassigned,3,3 - Highly satisfied
89365,431,4 - Management,5,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
89366,134,4 - Management,7,Systems,Request,2 - Normal,0 - Unassigned,15,0 - Unknown
89367,1389,2 - Regular,20,Software,Request,2 - Normal,3 - High,9,3 - Highly satisfied
89368,1339,1 - Junior,35,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
89369,450,3 - Senior,39,Software,Request,2 - Normal,3 - High,8,0 - Unknown
89370,921,2 - Regular,24,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89371,387,2 - Regular,15,Software,Request,2 - Normal,1 - Low,4,2 - Satisfied
89372,591,2 - Regular,1,Systems,Request,2 - Normal,1 - Low,20,1 - Unsatisfied
89373,779,1 - Junior,8,Software,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
89374,586,4 - Management,27,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
89375,1920,2 - Regular,11,Access/Login,Request,2 - Normal,2 - Medium,2,3 - Highly satisfied
89376,280,2 - Regular,19,Hardware,Request,2 - Normal,3 - High,10,2 - Satisfied
89377,844,1 - Junior,14,Software,Request,2 - Normal,1 - Low,6,0 - Unknown
89378,253,3 - Senior,39,Systems,Request,1 - Minor,0 - Unassigned,18,1 - Unsatisfied
89379,449,4 - Management,23,Systems,Issue,2 - Normal,3 - High,2,0 - Unknown
89380,1264,1 - Junior,25,Systems,Issue,3 - Major,2 - Medium,3,3 - Highly satisfied
89381,968,2 - Regular,4,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
89382,1710,2 - Regular,25,Systems,Request,2 - Normal,2 - Medium,15,0 - Unknown
89383,46,4 - Management,15,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89384,489,2 - Regular,39,Hardware,Request,2 - Normal,0 - Unassigned,30,2 - Satisfied
89385,1948,3 - Senior,23,Software,Issue,3 - Major,0 - Unassigned,3,3 - Highly satisfied
89386,1357,2 - Regular,6,Hardware,Request,2 - Normal,3 - High,35,0 - Unknown
89387,1815,2 - Regular,10,Access/Login,Request,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
89388,1060,2 - Regular,1,Hardware,Request,2 - Normal,2 - Medium,33,1 - Unsatisfied
89389,772,3 - Senior,26,Software,Request,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
89390,1436,3 - Senior,40,Systems,Request,3 - Major,3 - High,9,2 - Satisfied
89391,813,2 - Regular,4,Systems,Issue,2 - Normal,3 - High,6,2 - Satisfied
89392,602,2 - Regular,27,Software,Request,2 - Normal,1 - Low,3,3 - Highly satisfied
89393,1699,3 - Senior,40,Systems,Request,2 - Normal,0 - Unassigned,16,3 - Highly satisfied
89394,1265,4 - Management,26,Access/Login,Request,2 - Normal,2 - Medium,2,3 - Highly satisfied
89395,27,1 - Junior,35,Systems,Request,2 - Normal,2 - Medium,9,1 - Unsatisfied
89396,969,3 - Senior,3,Systems,Request,2 - Normal,0 - Unassigned,16,3 - Highly satisfied
89397,677,4 - Management,18,Systems,Request,2 - Normal,2 - Medium,10,1 - Unsatisfied
89398,1638,2 - Regular,16,Software,Issue,2 - Normal,0 - Unassigned,5,0 - Unknown
89399,609,3 - Senior,33,Systems,Issue,2 - Normal,3 - High,2,0 - Unknown
89400,1060,2 - Regular,41,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
89401,1917,4 - Management,19,Hardware,Request,2 - Normal,0 - Unassigned,28,0 - Unknown
89402,1434,1 - Junior,47,Software,Issue,2 - Normal,2 - Medium,1,3 - Highly satisfied
89403,1544,2 - Regular,16,Access/Login,Request,2 - Normal,3 - High,1,1 - Unsatisfied
89404,958,4 - Management,5,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
89405,911,1 - Junior,46,Systems,Request,2 - Normal,1 - Low,16,1 - Unsatisfied
89406,758,3 - Senior,17,Hardware,Issue,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
89407,1401,2 - Regular,17,Software,Issue,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
89408,1124,2 - Regular,45,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
89409,1547,3 - Senior,30,Software,Request,2 - Normal,0 - Unassigned,3,0 - Unknown
89410,187,2 - Regular,4,Systems,Issue,2 - Normal,3 - High,2,0 - Unknown
89411,1722,1 - Junior,21,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
89412,1341,2 - Regular,35,Systems,Issue,2 - Normal,3 - High,3,3 - Highly satisfied
89413,1570,1 - Junior,31,Software,Issue,2 - Normal,2 - Medium,2,0 - Unknown
89414,1098,2 - Regular,11,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
89415,586,4 - Management,19,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
89416,1733,3 - Senior,16,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
89417,1013,4 - Management,34,Hardware,Issue,2 - Normal,3 - High,6,3 - Highly satisfied
89418,618,4 - Management,31,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
89419,1375,3 - Senior,4,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
89420,1363,1 - Junior,24,Systems,Request,2 - Normal,2 - Medium,6,0 - Unknown
89421,1467,2 - Regular,14,Software,Request,2 - Normal,0 - Unassigned,9,2 - Satisfied
89422,1530,3 - Senior,22,Access/Login,Issue,2 - Normal,2 - Medium,1,3 - Highly satisfied
89423,35,2 - Regular,4,Systems,Issue,3 - Major,3 - High,3,3 - Highly satisfied
89424,968,2 - Regular,12,Software,Request,2 - Normal,3 - High,4,0 - Unknown
89425,1789,2 - Regular,35,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
89426,754,2 - Regular,4,Software,Request,2 - Normal,2 - Medium,8,1 - Unsatisfied
89427,1987,1 - Junior,26,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
89428,622,2 - Regular,39,Hardware,Issue,4 - Critical,3 - High,17,3 - Highly satisfied
89429,1797,2 - Regular,33,Access/Login,Request,2 - Normal,2 - Medium,1,2 - Satisfied
89430,997,2 - Regular,29,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
